Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Brown Stained Glass Cover
thermaldynamics:cover:0, Green Stained Glass Cover
thermaldynamics:cover:0, Red Stained Glass Cover
thermaldynamics:cover:0, Black Stained Glass Cover
thermaldynamics:cover:0, Stone Monster Egg Cover
thermaldynamics:cover:0, Cobblestone Monster Egg Cover
thermaldynamics:cover:0, Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Mossy Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Cracked Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Chiseled Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Stone Bricks Cover
thermaldynamics:cover:0, Mossy Stone Bricks Cover
thermaldynamics:cover:0, Cracked Stone Bricks Cover
thermaldynamics:cover:0, Chiseled Stone Bricks Cover
thermaldynamics:cover:0, Iron Bars Cover
thermaldynamics:cover:0, Glass Pane Cover
thermaldynamics:cover:0, Melon Cover
thermaldynamics:cover:0, Brick Stairs Cover
thermaldynamics:cover:0, Stone Brick Stairs Cover
thermaldynamics:cover:0, Mycelium Cover
thermaldynamics:cover:0, Nether Brick Cover
thermaldynamics:cover:0, Nether Brick Stairs Cover
thermaldynamics:cover:0, End Portal Cover
thermaldynamics:cover:0, End Stone Cover
thermaldynamics:cover:0, Redstone Lamp Cover
thermaldynamics:cover:0, Oak Wood Slab Cover
thermaldynamics:cover:0, Spruce Wood Slab Cover
thermaldynamics:cover:0, Birch Wood Slab Cover
thermaldynamics:cover:0, Jungle Wood Slab Cover
thermaldynamics:cover:0, Acacia Wood Slab Cover
thermaldynamics:cover:0, Dark Oak Wood Slab Cover
thermaldynamics:cover:0, Sandstone Stairs Cover
thermaldynamics:cover:0, Emerald Ore Cover
thermaldynamics:cover:0, Tripwire Hook Cover
thermaldynamics:cover:0, Block of Emerald Cover
thermaldynamics:cover:0, Spruce Wood Stairs Cover
thermaldynamics:cover:0, Birch Wood Stairs Cover
thermaldynamics:cover:0, Jungle Wood Stairs Cover
thermaldynamics:cover:0, Block of Redstone Cover
thermaldynamics:cover:0, Nether Quartz Ore Cover
thermaldynamics:cover:0, Block of Quartz Cover
thermaldynamics:cover:0, Chiseled Quartz Block Cover
thermaldynamics:cover:0, Pillar Quartz Block Cover
thermaldynamics:cover:0, Quartz Stairs Cover
thermaldynamics:cover:0, White Terracotta Cover
thermaldynamics:cover:0, Orange Terracotta Cover
thermaldynamics:cover:0, Magenta Terracotta Cover
thermaldynamics:cover:0, Light Blue Terracotta Cover
thermaldynamics:cover:0, Yellow Terracotta Cover
thermaldynamics:cover:0, Lime Terracotta Cover
thermaldynamics:cover:0, Pink Terracotta Cover
thermaldynamics:cover:0, Gray Terracotta Cover
thermaldynamics:cover:0, Light Gray Terracotta Cover
thermaldynamics:cover:0, Cyan Terracotta Cover
thermaldynamics:cover:0, Purple Terracotta Cover
thermaldynamics:cover:0, Blue Terracotta Cover
thermaldynamics:cover:0, Brown Terracotta Cover
thermaldynamics:cover:0, Green Terracotta Cover
thermaldynamics:cover:0, Red Terracotta Cover
thermaldynamics:cover:0, Black Terracotta Cover
thermaldynamics:cover:0, White Stained Glass Pane Cover
thermaldynamics:cover:0, Orange Stained Glass Pane Cover
thermaldynamics:cover:0, Magenta Stained Glass Pane Cover
thermaldynamics:cover:0, Light Blue Stained Glass Pane Cover
thermaldynamics:cover:0, Yellow Stained Glass Pane Cover
thermaldynamics:cover:0, Lime Stained Glass Pane Cover
thermaldynamics:cover:0, Pink Stained Glass Pane Cover
thermaldynamics:cover:0, Gray Stained Glass Pane Cover
thermaldynamics:cover:0, Light Gray Stained Glass Pane Cover
thermaldynamics:cover:0, Cyan Stained Glass Pane Cover
thermaldynamics:cover:0, Purple Stained Glass Pane Cover
thermaldynamics:cover:0, Blue Stained Glass Pane Cover
thermaldynamics:cover:0, Brown Stained Glass Pane Cover
thermaldynamics:cover:0, Green Stained Glass Pane Cover
thermaldynamics:cover:0, Red Stained Glass Pane Cover
thermaldynamics:cover:0, Black Stained Glass Pane Cover
thermaldynamics:cover:0, Acacia Leaves Cover
thermaldynamics:cover:0, Dark Oak Leaves Cover
thermaldynamics:cover:0, Acacia Wood Cover
thermaldynamics:cover:0, Dark Oak Wood Cover
thermaldynamics:cover:0, Acacia Wood Stairs Cover
thermaldynamics:cover:0, Dark Oak Wood Stairs Cover
thermaldynamics:cover:0, Slime Block Cover
thermaldynamics:cover:0, Prismarine Cover
thermaldynamics:cover:0, Prismarine Bricks Cover
thermaldynamics:cover:0, Dark Prismarine Cover
thermaldynamics:cover:0, Sea Lantern Cover
thermaldynamics:cover:0, Hay Bale Cover
thermaldynamics:cover:0, Terracotta Cover
thermaldynamics:cover:0, Block of Coal Cover
thermaldynamics:cover:0, Packed Ice Cover
thermaldynamics:cover:0, Red Sandstone Cover
thermaldynamics:cover:0, Chiseled Red Sandstone Cover
thermaldynamics:cover:0, Smooth Red Sandstone Cover
thermaldynamics:cover:0, Red Sandstone Stairs Cover
thermaldynamics:cover:0, Red Sandstone Slab Cover
thermaldynamics:cover:0, Purpur Block Cover
thermaldynamics:cover:0, Purpur Pillar Cover
thermaldynamics:cover:0, Purpur Stairs Cover
thermaldynamics:cover:0, Purpur Slab Cover
thermaldynamics:cover:0, End Stone Bricks Cover
thermaldynamics:cover:0, Magma Block Cover
thermaldynamics:cover:0, Nether Wart Block Cover
thermaldynamics:cover:0, Red Nether Brick Cover
thermaldynamics:cover:0, Bone Block Cover
thermaldynamics:cover:0, Observer Cover
thermaldynamics:cover:0, White Glazed Terracotta Cover
thermaldynamics:cover:0, Orange Glazed Terracotta Cover
thermaldynamics:cover:0, Magenta Glazed Terracotta Cover
thermaldynamics:cover:0, Light Blue Glazed Terracotta Cover
thermaldynamics:cover:0, Yellow Glazed Terracotta Cover
thermaldynamics:cover:0, Lime Glazed Terracotta Cover
thermaldynamics:cover:0, Pink Glazed Terracotta Cover
thermaldynamics:cover:0, Gray Glazed Terracotta Cover
thermaldynamics:cover:0, Light Gray Glazed Terracotta Cover
thermaldynamics:cover:0, Cyan Glazed Terracotta Cover
thermaldynamics:cover:0, Purple Glazed Terracotta Cover
thermaldynamics:cover:0, Blue Glazed Terracotta Cover
thermaldynamics:cover:0, Brown Glazed Terracotta Cover
thermaldynamics:cover:0, Green Glazed Terracotta Cover
thermaldynamics:cover:0, Red Glazed Terracotta Cover
thermaldynamics:cover:0, Black Glazed Terracotta Cover
thermaldynamics:cover:0, White Concrete Cover
thermaldynamics:cover:0, Orange Concrete Cover
thermaldynamics:cover:0, Magenta Concrete Cover
thermaldynamics:cover:0, Light Blue Concrete Cover
thermaldynamics:cover:0, Yellow Concrete Cover
thermaldynamics:cover:0, Lime Concrete Cover
thermaldynamics:cover:0, Pink Concrete Cover
thermaldynamics:cover:0, Gray Concrete Cover
thermaldynamics:cover:0, Light Gray Concrete Cover
thermaldynamics:cover:0, Cyan Concrete Cover
thermaldynamics:cover:0, Purple Concrete Cover
thermaldynamics:cover:0, Blue Concrete Cover
thermaldynamics:cover:0, Brown Concrete Cover
thermaldynamics:cover:0, Green Concrete Cover
thermaldynamics:cover:0, Red Concrete Cover
thermaldynamics:cover:0, Black Concrete Cover
thermaldynamics:cover:0, White Concrete Powder Cover
thermaldynamics:cover:0, Orange Concrete Powder Cover
thermaldynamics:cover:0, Magenta Concrete Powder Cover
thermaldynamics:cover:0, Light Blue Concrete Powder Cover
thermaldynamics:cover:0, Yellow Concrete Powder Cover
thermaldynamics:cover:0, Lime Concrete Powder Cover
thermaldynamics:cover:0, Pink Concrete Powder Cover
thermaldynamics:cover:0, Gray Concrete Powder Cover
thermaldynamics:cover:0, Light Gray Concrete Powder Cover
thermaldynamics:cover:0, Cyan Concrete Powder Cover
thermaldynamics:cover:0, Purple Concrete Powder Cover
thermaldynamics:cover:0, Blue Concrete Powder Cover
thermaldynamics:cover:0, Brown Concrete Powder Cover
thermaldynamics:cover:0, Green Concrete Powder Cover
thermaldynamics:cover:0, Red Concrete Powder Cover
thermaldynamics:cover:0, Black Concrete Powder Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Silver Ore Cover
thermaldynamics:cover:0, Lead Ore Cover
thermaldynamics:cover:0, Aluminum Ore Cover
thermaldynamics:cover:0, Nickel Ore Cover
thermaldynamics:cover:0, Platinum Ore Cover
thermaldynamics:cover:0, Iridium Ore Cover
thermaldynamics:cover:0, Mana Infused Ore Cover
thermaldynamics:cover:0, Oil Sand Cover
thermaldynamics:cover:0, Oil Shale Cover
thermaldynamics:cover:0, Destabilized Redstone Ore Cover
thermaldynamics:cover:0, Energized Netherrack Cover
thermaldynamics:cover:0, Resonant End Stone Cover
thermaldynamics:cover:0, Oil Sand Cover
thermaldynamics:cover:0, Block of Copper Cover
thermaldynamics:cover:0, Block of Tin Cover
thermaldynamics:cover:0, Block of Silver Cover
thermaldynamics:cover:0, Block of Lead Cover
thermaldynamics:cover:0, Block of Aluminum Cover
thermaldynamics:cover:0, Block of Nickel Cover
thermaldynamics:cover:0, Block of Platinum Cover
thermaldynamics:cover:0, Block of Iridium Cover
thermaldynamics:cover:0, Block of Mana Infused Metal Cover
thermaldynamics:cover:0, Block of Steel Cover
thermaldynamics:cover:0, Block of Electrum Cover
thermaldynamics:cover:0, Block of Invar Cover
thermaldynamics:cover:0, Block of Bronze Cover
thermaldynamics:cover:0, Block of Constantan Cover
thermaldynamics:cover:0, Block of Signalum Cover
thermaldynamics:cover:0, Block of Lumium Cover
thermaldynamics:cover:0, Block of Enderium Cover
thermaldynamics:cover:0, Block of Charcoal Cover
thermaldynamics:cover:0, Block of Coal Coke Cover
thermaldynamics:cover:0, Hardened Copper Glass Cover
thermaldynamics:cover:0, Hardened Tin Glass Cover
thermaldynamics:cover:0, Hardened Silver Glass Cover
thermaldynamics:cover:0, Hardened Glass Cover
thermaldynamics:cover:0, Hardened Aluminum Glass Cover
thermaldynamics:cover:0, Hardened Nickel Glass Cover
thermaldynamics:cover:0, Hardened Platinum Glass Cover
thermaldynamics:cover:0, Hardened Iridium Glass Cover
thermaldynamics:cover:0, Hardened Mana Infused Glass Cover
thermaldynamics:cover:0, Hardened Steel Glass Cover
thermaldynamics:cover:0, Hardened Electrum Glass Cover
thermaldynamics:cover:0, Hardened Invar Glass Cover
thermaldynamics:cover:0, Hardened Bronze Glass Cover
thermaldynamics:cover:0, Hardened Constantan Glass Cover
thermaldynamics:cover:0, Hardened Signalum Glass Cover
thermaldynamics:cover:0, Hardened Lumium Glass Cover
thermaldynamics:cover:0, Hardened Enderium Glass Cover
thermaldynamics:cover:0, Black Rockwool Cover
thermaldynamics:cover:0, Red Rockwool Cover
thermaldynamics:cover:0, Green Rockwool Cover
thermaldynamics:cover:0, Brown Rockwool Cover
thermaldynamics:cover:0, Blue Rockwool Cover
thermaldynamics:cover:0, Purple Rockwool Cover
thermaldynamics:cover:0, Cyan Rockwool Cover
thermaldynamics:cover:0, Light Gray Rockwool Cover
thermaldynamics:cover:0, Gray Rockwool Cover
thermaldynamics:cover:0, Pink Rockwool Cover
thermaldynamics:cover:0, Lime Rockwool Cover
thermaldynamics:cover:0, Yellow Rockwool Cover
thermaldynamics:cover:0, Light Blue Rockwool Cover
thermaldynamics:cover:0, Magenta Rockwool Cover
thermaldynamics:cover:0, Orange Rockwool Cover
thermaldynamics:cover:0, White Rockwool Cover
thermaldynamics:cover:0, Campfire Cover
thermaldynamics:cover:0, Rain Collector Cover
thermaldynamics:cover:0, Fish Tank Cover
thermaldynamics:cover:0, Jaded Ladder Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Elevator Cover
thermaldynamics:cover:0, Path Cover
thermaldynamics:cover:0, Rope Ladder Cover
thermaldynamics:cover:0, Scaffolding Cover
simplyjetpacks:itemjetpack:0, Creative Jetpack
simplyjetpacks:itemjetpack:1, Conductive Iron Jetpack
simplyjetpacks:itemjetpack:2, Electrical Steel Jetpack
simplyjetpacks:itemjetpack:3, Energetic Jetpack
simplyjetpacks:itemjetpack:4, Vibrant Jetpack
simplyjetpacks:itemjetpack:5, Conductive Iron Jetpack (Armored)
simplyjetpacks:itemjetpack:6, Electrical Steel Jetpack (Armored)
simplyjetpacks:itemjetpack:7, Energetic Jetpack (Armored)
simplyjetpacks:itemjetpack:8, Vibrant Jetpack (Armored)
simplyjetpacks:itemjetpack:9, Ender Jetplate
simplyjetpacks:itemjetpack:10, Leadstone Jetpack
simplyjetpacks:itemjetpack:11, Hardened Jetpack
simplyjetpacks:itemjetpack:12, Reinforced Jetpack
simplyjetpacks:itemjetpack:13, Resonant Jetpack
simplyjetpacks:itemjetpack:14, Leadstone Jetpack (Armored)
simplyjetpacks:itemjetpack:15, Hardened Jetpack (Armored)
simplyjetpacks:itemjetpack:16, Reinforced Jetpack (Armored)
simplyjetpacks:itemjetpack:17, Resonant Jetpack (Armored)
simplyjetpacks:itemjetpack:18, Flux-Infused JetPlate
simplyjetpacks:metaitem:0, Particle Customizer (Default)
simplyjetpacks:metaitem:1, Particle Customizer (None)
simplyjetpacks:metaitem:2, Particle Customizer (Smoke Only)
simplyjetpacks:metaitem:3, Particle Customizer (Rainbow Smoke)
simplyjetpacks:metaitem:4, Leather Strap
simplyjetpacks:metaitemmods:3, Dark Soularium Ingot
simplyjetpacks:metaitemmods:4, Reinforced Glider Wing
simplyjetpacks:metaitemmods:5, Flight Control Unit (Empty)
simplyjetpacks:metaitemmods:6, Flight Control Unit
simplyjetpacks:metaitemmods:7, Conductive Iron Thruster
simplyjetpacks:metaitemmods:8, Electrical Steel Thruster
simplyjetpacks:metaitemmods:9, Energetic Thruster
simplyjetpacks:metaitemmods:10, Vibrant Thruster
simplyjetpacks:metaitemmods:11, Dark Soularium Thruster
simplyjetpacks:metaitemmods:12, Silicon Armor Plating
simplyjetpacks:metaitemmods:13, Conductive Iron Armor Plating
simplyjetpacks:metaitemmods:14, Electrical Steel Armor Plating
simplyjetpacks:metaitemmods:15, Dark Steel Armor Plating
simplyjetpacks:metaitemmods:16, Fluxed Armor Plating
simplyjetpacks:metaitemmods:17, Flux-Infused Chestplate Assembly
simplyjetpacks:metaitemmods:18, Glowstone Elevation Unit (Empty)
simplyjetpacks:metaitemmods:19, Glowstone Elevation Unit
simplyjetpacks:metaitemmods:20, Cryotheum Coolant Unit (Empty)
simplyjetpacks:metaitemmods:21, Cryotheum Coolant Unit
simplyjetpacks:metaitemmods:22, Iron Armor Plating
simplyjetpacks:metaitemmods:23, Bronze Armor Plating
simplyjetpacks:metaitemmods:24, Invar Armor Plating
simplyjetpacks:metaitemmods:25, Enderium Armor Plating
simplyjetpacks:metaitemmods:26, Leadstone Thruster
simplyjetpacks:metaitemmods:27, Hardened Thruster
simplyjetpacks:metaitemmods:28, Reinforced Thruster
simplyjetpacks:metaitemmods:29, Resonant Thruster
simplyjetpacks:metaitemmods:30, Fluxed Thruster
simplyjetpacks:itemfluxpack:0, Creative Flux Pack
simplyjetpacks:itemfluxpack:1, Basic Capacitor Pack
simplyjetpacks:itemfluxpack:2, Capacitor Pack
simplyjetpacks:itemfluxpack:3, Vibrant Capacitor Pack
simplyjetpacks:itemfluxpack:4, Capacitor Pack (Armored)
simplyjetpacks:itemfluxpack:5, Vibrant Capacitor Pack (Armored)
simplyjetpacks:itemfluxpack:6, Leadstone Flux Pack
simplyjetpacks:itemfluxpack:7, Reinforced Flux Pack
simplyjetpacks:itemfluxpack:8, Resonant Flux Pack
simplyjetpacks:itemfluxpack:9, Reinforced Flux Pack (Armored)
simplyjetpacks:itemfluxpack:10, Resonant Flux Pack (Armored)
thermalinnovation:drill:0, Fluxbore (Basic)
thermalinnovation:drill:1, Fluxbore (Hardened)
thermalinnovation:drill:2, Fluxbore (Reinforced)
thermalinnovation:drill:3, Fluxbore (Signalum)
thermalinnovation:drill:4, Fluxbore (Resonant)
thermalinnovation:drill:32000, Fluxbore (Creative)
thermalinnovation:saw:0, Fluxsaw (Basic)
thermalinnovation:saw:1, Fluxsaw (Hardened)
thermalinnovation:saw:2, Fluxsaw (Reinforced)
thermalinnovation:saw:3, Fluxsaw (Signalum)
thermalinnovation:saw:4, Fluxsaw (Resonant)
thermalinnovation:saw:32000, Fluxsaw (Creative)
thermalinnovation:magnet:0, Fluxomagnet (Basic)
thermalinnovation:magnet:1, Fluxomagnet (Hardened)
thermalinnovation:magnet:2, Fluxomagnet (Reinforced)
thermalinnovation:magnet:3, Fluxomagnet (Signalum)
thermalinnovation:magnet:4, Fluxomagnet (Resonant)
thermalinnovation:magnet:32000, Fluxomagnet (Creative)
thermalinnovation:injector:0, Hypoinfuser (Basic)
thermalinnovation:injector:1, Hypoinfuser (Hardened)
thermalinnovation:injector:2, Hypoinfuser (Reinforced)
thermalinnovation:injector:3, Hypoinfuser (Signalum)
thermalinnovation:injector:4, Hypoinfuser (Resonant)
thermalinnovation:injector:32000, Hypoinfuser (Creative)
thermalinnovation:quiver:0, Alchemical Quiver (Basic)
thermalinnovation:quiver:1, Alchemical Quiver (Hardened)
thermalinnovation:quiver:2, Alchemical Quiver (Reinforced)
thermalinnovation:quiver:3, Alchemical Quiver (Signalum)
thermalinnovation:quiver:4, Alchemical Quiver (Resonant)
thermalinnovation:quiver:32000, Alchemical Quiver (Creative)
tanaddons:temp_regulator, Temperature Regulator
tanaddons:portable_temp_regulator, Portable Temperature Regulator
tanaddons:thirst_quencher, Thirst Quencher
translocators:diamond_nugget, Diamond Nugget
translocators:translocator_part:0, Item Translocator
translocators:translocator_part:1, Liquid Translocator
chisel:blockaluminum:0, Block of Aluminum
chisel:blockaluminum:1, Block of Aluminum
chisel:blockaluminum:2, Block of Aluminum
chisel:blockaluminum:3, Block of Aluminum
chisel:blockaluminum:4, Block of Aluminum
chisel:blockaluminum:5, Block of Aluminum
chisel:blockaluminum:6, Block of Aluminum
chisel:andesite:0, Andesite
chisel:andesite:1, Andesite
chisel:andesite:2, Andesite
chisel:andesite:3, Andesite
chisel:andesite:4, Andesite
chisel:andesite:5, Andesite
chisel:andesite:6, Andesite
chisel:andesite:7, Andesite
chisel:andesite:8, Andesite
chisel:andesite:9, Andesite
chisel:andesite:10, Andesite
chisel:andesite:11, Andesite
chisel:andesite:12, Andesite
chisel:andesite:13, Andesite
chisel:andesite:14, Andesite
chisel:andesite:15, Andesite
chisel:andesite1:0, Andesite
chisel:andesite1:1, Andesite
chisel:andesite1:2, Andesite
chisel:andesite1:3, Andesite
chisel:andesite1:4, Andesite
chisel:andesite1:5, Andesite
chisel:andesite1:6, Andesite
chisel:andesite1:7, Andesite
chisel:andesite1:8, Andesite
chisel:andesite1:9, Andesite
chisel:andesite1:10, Andesite
chisel:andesite1:11, Andesite
chisel:andesite1:12, Andesite
chisel:andesite1:13, Andesite
chisel:andesite1:14, Andesite
chisel:andesite1:15, Andesite
chisel:andesite2:0, Andesite
chisel:antiblock:0, Antiblock
chisel:antiblock:1, Antiblock
chisel:antiblock:2, Antiblock
chisel:antiblock:3, Antiblock
chisel:antiblock:4, Antiblock
chisel:antiblock:5, Antiblock
chisel:antiblock:6, Antiblock
chisel:antiblock:7, Antiblock
chisel:antiblock:8, Antiblock
chisel:antiblock:9, Antiblock
chisel:antiblock:10, Antiblock
chisel:antiblock:11, Antiblock
chisel:antiblock:12, Antiblock
chisel:antiblock:13, Antiblock
chisel:antiblock:14, Antiblock
chisel:antiblock:15, Antiblock
chisel:basalt:0, Basalt
